RouteNum;Authority;City;Transport;Operator;ValidityPeriods;SpecialDates;RouteTag;RouteType;Commercial;RouteName;Weekdays;Streets;RouteStops;RouteStopsPlatforms;Pikas2017.3.19
;SpecialDates;;;;17651;;;;;;6;;
;;;;;17652,1,7,34;;;;;;7;;
;;;;;17649;;;;;;1;;
285;Prigorod;rostov;suburbanbus;ГУАТП "Платов";17595,,,,,,;0;;a-b;A;Аэропорт "Платов" - Привокзальная площадь;1234567;;id6937,id4776,050153;
_]_I_]~\??????????????????????????????????????????_]~\,,17595,,0,,1234567,,35,,25,,
;;;;;;;;b-a;A;Привокзальная площадь - Аэропорт "Платов";1234567;;050153,id4753,id6937;
_jA_I_]~\??????????????????????????????????????????_]~\,,17595,,0,,1234567,,25,,35,,
286;;;;;;;;a-b;A;Аэропорт "Платов" - Октябрьская площадь (Пригородный автовокзал);1234567;;id6937,id6940,100113,id6948;
_]_I_]~\??????????????????????????????????????????_]~\,,17595,,0,,1234567,,20,,30,,10,,
;;;;;;;;b-a;A;Октябрьская площадь (Пригородный автовокзал) - Аэропорт "Платов";1234567;;id6948,100112,id6941,id6937;
_jA_I_]~\??????????????????????????????????????????_]~\,,17595,,0,,1234567,,10,,30,,20,,
1;Rostov;;bus;ООО "Автоколонна-1559";17628,,,,,-137,;;;a-b;A;мкр. Суворовский - Ц. Рынок - мкр. Суворовский;1234567;;120279,120281,120257,120255,120253,120251,120249,120246,120272,120270,120267,120265,120263,120261,120259,120156,120155,120154,120113,120112,120170,120140,120139,110121,110119,080064,080062,080060,080058,080056,080054,070109;
